Order ID,Customer Name,Mobile Number,Email ID,Order Date,Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility (%),Item Weight,Sales,Rating,Outlet Age,Sales per Weight,Visibility Bucket,Rating Bucket,Item Category,Payment Mode,Delivery Status,Discount %,Quantity,City
925356,Pari Desai,9848868656,pari.desai@outlook.com,2026-05-12,Regular,FDN23,Breads,1998,OUT027,Tier 3,Medium,Hypermarket,7.51,11.35,145.8444,4.3,28,12.85,Medium,Good,Food,Card,Delivered,10,2,Nagpur
485045,Reyansh Chopra,9292582282,reyansh.chopra1@gmail.com,2026-02-08,Regular,FDS59,Breads,1998,OUT027,Tier 3,Medium,Hypermarket,4.37,11.35,110.157,4.3,28,9.71,Low,Good,Food,Card,Cancelled,20,3,Indore
592148,Ishaan Verma,9801832353,ishaan.verma@yahoo.co.in,2026-05-07,Regular,FDZ35,Breads,1998,OUT027,Tier 3,Medium,Hypermarket,2.22,11.35,105.199,4.3,28,9.27,Low,Good,Food,Card,Delivered,15,3,Indore
556782,Priya Nair,9068856846,priya.nair1@yahoo.co.in,2026-06-03,Regular,FDD38,Canned,1998,OUT027,Tier 3,Medium,Hypermarket,7.18,12.31,100.3674,4.3,28,8.15,Medium,Good,Food,Wallet,Returned,15,5,Patna
618219,Myra Chopra,9767809645,myra.chopra1@gmail.com,2026-05-01,Regular,FDU01,Canned,1998,OUT027,Tier 3,Medium,Hypermarket,1.19,12.31,184.7924,4.3,28,15.01,Low,Good,Food,Card,Delivered,0,4,Patna
732184,Vihaan Nair,9837449597,vihaan.nair@gmail.com,2026-03-27,Regular,FDC29,Frozen Foods,1998,OUT027,Tier 3,Medium,Hypermarket,2.41,12.87,112.7176,4.3,28,8.76,Low,Good,Food,Card,Delivered,0,5,Patna
935404,Myra Agarwal,9521353175,myra.agarwal@gmail.com,2026-05-04,Regular,FDD41,Frozen Foods,1998,OUT027,Tier 3,Medium,Hypermarket,8.68,12.87,106.2306,4.3,28,8.25,Medium,Good,Food,Cash on Delivery,Delivered,0,4,Nagpur
949630,Aditya Desai,9559289748,aditya.desai2@outlook.com,2026-02-15,Regular,FDA08,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Hypermarket,4.98,13.22,164.2526,4.3,28,12.42,Low,Good,Food,Cash on Delivery,Returned,5,2,Patna
119690,Sneha Sharma,9741148626,sneha.sharma@gmail.com,2026-05-01,Regular,FDQ07,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Hypermarket,8.7,13.22,219.8456,4.3,28,16.63,Medium,Good,Food,Wallet,Delivered,0,5,Indore
274274,Diya Mehta,9751199764,diya.mehta1@yahoo.co.in,2026-03-24,Regular,FDQ31,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Hypermarket,5.36,13.22,89.7856,4.3,28,6.79,Medium,Good,Food,Card,Delivered,10,4,Patna
571723,Arjun Chopra,9534965515,arjun.chopra@gmail.com,2026-02-02,Regular,FDL03,Meat,1998,OUT027,Tier 3,Medium,Hypermarket,2.69,12.82,197.711,4.3,28,15.42,Low,Good,Food,Cash on Delivery,Cancelled,10,3,Nagpur
670368,Pooja Menon,9641967896,pooja.menon@outlook.com,2026-04-17,Regular,FDO27,Meat,1998,OUT027,Tier 3,Medium,Hypermarket,17.82,12.82,95.7752,4.3,28,7.47,High,Good,Food,Wallet,Cancelled,15,4,Nagpur
908209,Aadhya Joshi,9300935820,aadhya.joshi1@outlook.com,2026-02-20,Regular,FDJ33,Snack Foods,1998,OUT027,Tier 3,Medium,Hypermarket,8.79,12.99,121.173,4.3,28,9.33,Medium,Good,Food,UPI,Cancelled,0,1,Nagpur
423407,Riya Patel,9163015972,riya.patel@yahoo.co.in,2026-07-11,Regular,FDW09,Snack Foods,1998,OUT027,Tier 3,Medium,Hypermarket,2.58,12.99,80.2302,4.3,28,6.18,Low,Good,Food,Cash on Delivery,Delivered,10,3,Nagpur
783768,Amit Bhatt,9242284834,amit.bhatt2@yahoo.co.in,2026-04-21,Regular,FDZ21,Snack Foods,1998,OUT027,Tier 3,Medium,Hypermarket,3.9,12.99,95.641,4.3,28,7.36,Low,Good,Food,Wallet,Delivered,10,4,Indore
846418,Amit Gupta,9927668098,amit.gupta1@gmail.com,2026-03-04,Regular,DRZ11,Soft Drinks,1998,OUT027,Tier 3,Medium,Hypermarket,11.21,11.85,123.0388,4.3,28,10.38,Medium,Good,Drinks,Wallet,Delivered,5,3,Indore
399510,Aarav Menon,9460180403,aarav.menon1@yahoo.co.in,2026-03-02,Low Fat,FDF32,Fruits and Vegetables,2000,OUT013,Tier 3,High,Neighborhood Supermarket,6.8,16.35,196.4426,4.2,26,12.01,Medium,Good,Food,Card,Delivered,5,2,Nagpur
287614,Aditya Sharma,9348015373,aditya.sharma@hotmail.com,2026-02-04,Regular,FDN22,Snack Foods,2000,OUT013,Tier 3,High,Neighborhood Supermarket,13.82,18.85,250.8724,4.2,26,13.31,Medium,Good,Food,Wallet,Returned,15,5,Nagpur
403991,Krishna Reddy,9586671554,krishna.reddy@yahoo.co.in,2026-04-09,Low Fat,NCS17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Standard Supermarket,8.08,18.6,96.4436,4.2,4,5.19,Medium,Good,Non-Consumable,Wallet,Delivered,5,1,Indore
396866,Vivaan Verma,9460539260,vivaan.verma2@hotmail.com,2026-05-26,Low Fat,FDK43,Meat,2000,OUT013,Tier 3,High,Neighborhood Supermarket,2.68,9.8,126.002,4.2,26,12.86,Low,Good,Food,Wallet,Delivered,5,2,Nagpur
615406,Priya Chopra,9967462720,priya.chopra1@hotmail.com,2026-07-23,Low Fat,FDM40,Frozen Foods,2000,OUT013,Tier 3,High,Neighborhood Supermarket,15.98,10.2,141.5154,4.2,26,13.87,High,Good,Food,Wallet,Delivered,10,5,Patna
163297,Anika Rao,9536499119,anika.rao@yahoo.co.in,2026-03-02,Regular,FDN33,Snack Foods,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,12.31,6.3,95.6436,4.2,16,15.18,Medium,Good,Food,Card,Delivered,15,5,Bangalore
387750,Rohan Desai,9285672850,rohan.desai@hotmail.com,2026-07-25,Regular,FDW39,Meat,1998,OUT019,Tier 1,Small,Grocery Store,6.46,12.82,176.937,4.2,28,13.8,Medium,Good,Food,Wallet,Returned,15,1,Bangalore
356899,Amit Malhotra,9215538307,amit.malhotra1@yahoo.co.in,2026-05-26,Low Fat,DRJ13,Soft Drinks,2015,OUT045,Tier 2,Small,Neighborhood Supermarket,6.3,12.65,159.0578,4.2,11,12.57,Medium,Good,Drinks,UPI,Returned,20,2,Lucknow
811782,Aadhya Chopra,9755821262,aadhya.chopra2@yahoo.co.in,2026-05-20,Low Fat,DRI49,Soft Drinks,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,18.35,14.15,82.4276,4.2,16,5.83,High,Good,Drinks,Wallet,Delivered,0,3,Delhi
95338,Aditya Pillai,9643956784,aditya.pillai@outlook.com,2026-07-02,Low Fat,FDS52,Frozen Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.92,8.89,101.7016,4.2,15,11.44,Low,Good,Food,Wallet,Cancelled,20,5,Patna
473765,Riya Agarwal,9460789075,riya.agarwal1@hotmail.com,2026-01-27,Low Fat,NCX54,Household,2020,OUT017,Tier 2,Small,Neighborhood Supermarket,4.83,9.2,105.1622,4.2,6,11.43,Low,Good,Non-Consumable,UPI,Delivered,10,1,Pune
251222,Arjun Iyer,9199198177,arjun.iyer1@hotmail.com,2026-02-15,Regular,FDI16,Frozen Foods,2017,OUT035,Tier 2,Small,Neighborhood Supermarket,6.98,14.0,53.064,4.2,9,3.79,Medium,Good,Food,Cash on Delivery,Delivered,15,3,Lucknow
195342,Aditya Rao,9551294414,aditya.rao@gmail.com,2026-01-30,Regular,FDM22,Snack Foods,2000,OUT013,Tier 3,High,Neighborhood Supermarket,4.19,14.0,54.764,4.2,26,3.91,Low,Good,Food,Card,Delivered,15,2,Patna
655266,Aditya Desai,9925316498,aditya.desai2@yahoo.co.in,2026-04-01,Low Fat,NCO17,Health and Hygiene,1998,OUT019,Tier 1,Small,Grocery Store,12.85,13.14,117.944,4.2,28,8.98,Medium,Good,Non-Consumable,Card,Delivered,20,3,Bangalore
789715,Divya Reddy,9283859747,divya.reddy1@outlook.com,2026-03-22,Regular,FDK58,Snack Foods,2022,OUT018,Tier 3,Medium,Standard Supermarket,4.52,11.35,100.0016,4.2,4,8.81,Low,Good,Food,Cash on Delivery,Delivered,0,4,Nagpur
60637,Priya Kumar,9765659070,priya.kumar1@outlook.com,2026-03-05,Regular,FDA08,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Neighborhood Supermarket,5.02,11.85,164.1526,4.2,11,13.85,Medium,Good,Food,Wallet,Cancelled,15,5,Pune
320780,Riya Mehta,9554943436,riya.mehta1@gmail.com,2026-06-15,Low Fat,DRC27,Dairy,2017,OUT035,Tier 2,Small,Neighborhood Supermarket,5.81,13.8,245.1802,4.2,9,17.77,Medium,Good,Drinks,Wallet,Delivered,0,4,Jaipur
869648,Saanvi Menon,9877156922,saanvi.menon1@hotmail.com,2026-06-30,Regular,FDL58,Snack Foods,2020,OUT017,Tier 2,Small,Neighborhood Supermarket,7.09,5.78,263.7568,4.2,6,45.63,Medium,Good,Food,Cash on Delivery,Cancelled,0,1,Jaipur
551177,Rohan Gupta,9094907634,rohan.gupta1@outlook.com,2026-06-10,Low Fat,DRJ51,Dairy,2017,OUT035,Tier 2,Small,Neighborhood Supermarket,8.8,14.1,229.0668,4.2,9,16.25,Medium,Good,Drinks,Wallet,Returned,10,1,Jaipur
275973,Ishaan Malhotra,9153597710,ishaan.malhotra1@hotmail.com,2026-05-14,Regular,FDY03,Meat,2015,OUT045,Tier 2,Small,Neighborhood Supermarket,7.63,17.6,110.9202,4.2,11,6.3,Medium,Good,Food,Cash on Delivery,Delivered,20,1,Lucknow
335134,Rahul Nair,9011547734,rahul.nair1@outlook.com,2026-02-23,Low Fat,FDG29,Frozen Foods,2000,OUT013,Tier 3,High,Neighborhood Supermarket,5.62,17.6,43.3454,4.2,26,2.46,Medium,Good,Food,Wallet,Cancelled,0,5,Nagpur
680289,Vivaan Nair,9943148722,vivaan.nair@outlook.com,2026-04-09,Low Fat,DRP47,Hard Drinks,2020,OUT017,Tier 2,Small,Neighborhood Supermarket,14.14,15.75,250.5382,4.2,6,15.91,Medium,Good,Drinks,Wallet,Cancelled,5,3,Pune
922572,Aditya Malhotra,9557856413,aditya.malhotra4@yahoo.co.in,2026-03-27,Low Fat,FDB53,Frozen Foods,2015,OUT045,Tier 2,Small,Neighborhood Supermarket,13.97,13.35,147.5392,4.2,11,11.05,Medium,Good,Food,UPI,Cancelled,10,1,Pune
624329,Vihaan Kapoor,9547416855,vihaan.kapoor1@hotmail.com,2026-04-13,Regular,FDM01,Breakfast,2020,OUT017,Tier 2,Small,Neighborhood Supermarket,9.51,7.9,104.4332,4.2,6,13.22,Medium,Good,Food,Cash on Delivery,Cancelled,15,5,Pune
983560,Pari Agarwal,9739523285,pari.agarwal3@outlook.com,2026-02-26,Low Fat,FDJ22,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,9.25,12.99,190.9504,4.2,28,14.7,Medium,Good,Food,Card,Delivered,0,1,Delhi
705938,Vivaan Rao,9558095794,vivaan.rao1@yahoo.co.in,2026-02-07,Regular,FDR59,Breads,2015,OUT045,Tier 2,Small,Neighborhood Supermarket,6.4,14.5,260.4594,4.2,11,17.96,Medium,Good,Food,Wallet,Delivered,20,4,Pune
949233,Karan Patel,9758166028,karan.patel1@outlook.com,2026-03-28,Low Fat,FDH27,Dairy,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,5.83,7.08,142.2128,4.2,16,20.09,Medium,Good,Food,Card,Returned,10,3,Bangalore
337836,Vihaan Sharma,9413623347,vihaan.sharma1@yahoo.co.in,2026-05-13,Low Fat,NCW53,Health and Hygiene,1998,OUT019,Tier 1,Small,Grocery Store,5.34,13.14,193.8162,4.2,28,14.75,Medium,Good,Non-Consumable,Card,Delivered,10,4,Bangalore
778646,Nikhil Kumar,9040714697,nikhil.kumar4@yahoo.co.in,2026-07-08,Low Fat,FDW24,Baking Goods,1998,OUT019,Tier 1,Small,Grocery Store,6.57,12.28,48.9034,4.2,28,3.98,Medium,Good,Food,Card,Returned,5,2,Bangalore
11877,Nikhil Sharma,9147973418,nikhil.sharma@hotmail.com,2026-07-04,Regular,FDF11,Starchy Foods,2017,OUT035,Tier 2,Small,Neighborhood Supermarket,1.76,10.2,239.6538,4.2,9,23.5,Low,Good,Food,UPI,Returned,15,4,Jaipur
793411,Sai Bhatt,9559508374,sai.bhatt1@yahoo.co.in,2026-05-23,Low Fat,FDZ27,Dairy,2015,OUT045,Tier 2,Small,Neighborhood Supermarket,1.72,7.94,51.535,4.2,11,6.49,Low,Good,Food,UPI,Returned,0,4,Lucknow
45434,Diya Desai,9560170396,diya.desai@outlook.com,2026-02-11,Regular,FDL51,Dairy,2012,OUT049,Tier 1,Medium,Neighborhood Supermarket,4.76,20.7,213.4876,4.2,14,10.31,Low,Good,Food,Cash on Delivery,Returned,10,2,Mumbai
242403,Anika Iyer,9101759001,anika.iyer2@gmail.com,2026-02-23,Low Fat,FDX08,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,2.26,12.85,181.4318,4.2,16,14.12,Low,Good,Food,Wallet,Delivered,5,3,Delhi
166620,Sai Joshi,9706794907,sai.joshi@outlook.com,2026-06-02,Low Fat,DRH15,Dairy,2000,OUT013,Tier 3,High,Neighborhood Supermarket,7.67,8.78,45.9428,4.2,26,5.23,Medium,Good,Drinks,Wallet,Returned,10,2,Patna
315105,Arjun Iyer,9869285516,arjun.iyer2@outlook.com,2026-06-27,Low Fat,FDS26,Dairy,1998,OUT027,Tier 3,Medium,Hypermarket,8.9,13.43,260.5594,4.2,28,19.4,Medium,Good,Food,Wallet,Cancelled,20,4,Indore
655977,Rahul Singh,9215938967,rahul.singh1@yahoo.co.in,2026-06-12,Regular,FDT09,Snack Foods,2012,OUT049,Tier 1,Medium,Neighborhood Supermarket,1.23,15.15,132.5284,4.2,14,8.75,Low,Good,Food,Wallet,Delivered,10,4,Bangalore
666008,Amit Sharma,9635367355,amit.sharma1@outlook.com,2026-01-30,Low Fat,FDK41,Frozen Foods,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,12.75,14.3,84.9224,4.2,16,5.94,Medium,Good,Food,Cash on Delivery,Delivered,20,2,Bangalore
463229,Ananya Malhotra,9896070722,ananya.malhotra1@yahoo.co.in,2026-07-06,Low Fat,FDN09,Snack Foods,2011,OUT010,Tier 3,Small,Grocery Store,5.84,14.15,243.9828,4.2,15,17.24,Medium,Good,Food,Wallet,Delivered,10,2,Nagpur
447976,Krishna Desai,9883413351,krishna.desai2@hotmail.com,2026-06-06,Low Fat,FDK24,Baking Goods,2022,OUT018,Tier 3,Medium,Standard Supermarket,7.43,9.2,43.6744,4.2,4,4.75,Medium,Good,Food,Wallet,Returned,10,3,Patna
547581,Aditya Iyer,9390143097,aditya.iyer@yahoo.co.in,2026-06-22,Regular,FDW31,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Standard Supermarket,4.33,11.35,201.0742,4.2,4,17.72,Low,Good,Food,Cash on Delivery,Cancelled,0,3,Indore
391785,Nikhil Menon,9427493663,nikhil.menon1@hotmail.com,2026-03-28,Regular,FDL48,Baking Goods,2000,OUT013,Tier 3,High,Neighborhood Supermarket,8.22,19.35,49.2034,4.2,26,2.54,Medium,Good,Food,UPI,Delivered,20,5,Patna
949044,Rohan Gupta,9579671480,rohan.gupta@gmail.com,2026-03-03,Regular,FDB38,Canned,1998,OUT019,Tier 1,Small,Grocery Store,7.18,12.31,160.692,4.2,28,13.05,Medium,Good,Food,Wallet,Delivered,10,2,Bangalore
60097,Myra Kapoor,9300735658,myra.kapoor1@outlook.com,2026-04-10,Regular,FDW44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Neighborhood Supermarket,3.52,9.5,171.3448,4.2,14,18.04,Low,Good,Food,UPI,Delivered,0,1,Delhi
148436,Anika Joshi,9260825263,anika.joshi2@hotmail.com,2026-05-15,Low Fat,FDE22,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,5.18,12.99,157.892,4.2,28,12.15,Medium,Good,Food,UPI,Delivered,0,2,Bangalore
522118,Vivaan Bhatt,9794128866,vivaan.bhatt@gmail.com,2026-01-26,Low Fat,NCU41,Health and Hygiene,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,5.21,18.85,189.1846,4.2,16,10.04,Medium,Good,Non-Consumable,Wallet,Delivered,5,4,Delhi
248299,Pooja Menon,9911223214,pooja.menon@yahoo.co.in,2026-07-02,Low Fat,FDL46,Snack Foods,1998,OUT027,Tier 3,Medium,Hypermarket,5.38,12.99,117.7466,4.2,28,9.06,Medium,Good,Food,Card,Delivered,15,5,Indore
652273,Sai Joshi,9252611978,sai.joshi1@gmail.com,2026-04-26,Low Fat,FDB21,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Neighborhood Supermarket,14.85,7.48,240.6854,4.2,9,32.18,Medium,Good,Food,Card,Delivered,20,2,Pune
694833,Sai Iyer,9925946574,sai.iyer@hotmail.com,2026-03-28,Low Fat,NCJ42,Household,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,1.43,19.75,103.0332,4.2,16,5.22,Low,Good,Non-Consumable,Wallet,Delivered,10,1,Delhi
57797,Amit Singh,9465325544,amit.singh@outlook.com,2026-06-21,Low Fat,FDJ08,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,11.13,11.1,191.7846,4.2,6,17.28,Medium,Good,Food,Cash on Delivery,Delivered,10,5,Jaipur
33372,Sneha Menon,9118185136,sneha.menon@gmail.com,2026-05-12,Low Fat,FDB16,Dairy,2012,OUT049,Tier 1,Medium,Neighborhood Supermarket,4.5,8.21,89.2198,4.2,14,10.87,Low,Good,Food,Cash on Delivery,Returned,0,1,Mumbai
67035,Karan Singh,9738052038,karan.singh3@gmail.com,2026-03-14,Regular,FDJ55,Meat,2012,OUT049,Tier 1,Medium,Neighborhood Supermarket,2.36,12.8,226.8404,4.2,14,17.72,Low,Good,Food,Wallet,Delivered,5,3,Delhi
12742,Ayaan Desai,9819376841,ayaan.desai@yahoo.co.in,2026-07-15,Low Fat,NCZ06,Household,1998,OUT019,Tier 1,Small,Grocery Store,16.49,13.38,255.2698,4.2,28,19.08,High,Good,Non-Consumable,Cash on Delivery,Cancelled,0,1,Delhi
604669,Aarav Verma,9847146220,aarav.verma@yahoo.co.in,2026-07-16,Low Fat,FDM14,Canned,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,1.33,13.8,106.9254,4.2,16,7.75,Low,Good,Food,UPI,Cancelled,0,1,Delhi
382205,Pooja Sharma,9148333540,pooja.sharma@outlook.com,2026-02-16,Low Fat,FDA23,Baking Goods,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,4.72,9.8,100.6016,4.2,16,10.27,Low,Good,Food,Wallet,Delivered,0,3,Mumbai
328493,Ayaan Verma,9112728360,ayaan.verma@yahoo.co.in,2026-06-09,Low Fat,FDW49,Canned,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,8.26,19.5,179.8002,4.2,16,9.22,Medium,Good,Food,Wallet,Delivered,15,2,Bangalore
121529,Myra Joshi,9308764770,myra.joshi@hotmail.com,2026-04-28,Low Fat,DRK23,Hard Drinks,2012,OUT049,Tier 1,Medium,Neighborhood Supermarket,7.21,8.4,253.704,4.2,14,30.2,Medium,Good,Drinks,Card,Delivered,10,4,Mumbai
558498,Saanvi Kumar,9906761837,saanvi.kumar2@hotmail.com,2026-02-12,Regular,FDV56,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Hypermarket,1.35,13.22,106.2596,4.2,28,8.04,Low,Good,Food,Card,Delivered,0,2,Indore
384500,Sai Verma,9629507671,sai.verma@gmail.com,2026-06-09,Low Fat,DRK39,Dairy,2000,OUT013,Tier 3,High,Neighborhood Supermarket,4.98,7.02,82.225,4.2,26,11.71,Low,Good,Drinks,Wallet,Delivered,15,1,Indore
570058,Riya Malhotra,9621720488,riya.malhotra2@yahoo.co.in,2026-06-14,Low Fat,FDM52,Frozen Foods,2015,OUT045,Tier 2,Medium,Neighborhood Supermarket,2.6,15.1,147.2076,4.2,11,9.75,Low,Good,Food,UPI,Delivered,10,1,Pune
245152,Ayaan Mehta,9868041869,ayaan.mehta1@yahoo.co.in,2026-06-04,Low Fat,FDH58,Snack Foods,2015,OUT045,Tier 2,Medium,Neighborhood Supermarket,3.7,12.3,115.1834,4.2,11,9.36,Low,Good,Food,Cash on Delivery,Delivered,5,4,Jaipur
443311,Ayaan Malhotra,9303264564,ayaan.malhotra@gmail.com,2026-06-04,Regular,FDL24,Baking Goods,1998,OUT027,Tier 3,Medium,Hypermarket,2.48,12.28,172.3422,4.2,28,14.03,Low,Good,Food,UPI,Returned,0,2,Indore
621939,Divya Mehta,9967419916,divya.mehta@outlook.com,2026-06-16,Low Fat,FDF46,Snack Foods,2017,OUT035,Tier 2,Small,Neighborhood Supermarket,9.37,7.07,113.3834,4.2,9,16.04,Medium,Good,Food,Card,Cancelled,0,2,Pune
325783,Krishna Gupta,9053906490,krishna.gupta1@yahoo.co.in,2026-01-31,Low Fat,NCO54,Household,2015,OUT045,Tier 2,Medium,Neighborhood Supermarket,1.43,19.5,57.2614,4.2,11,2.94,Low,Good,Non-Consumable,Cash on Delivery,Delivered,5,4,Pune
627707,Ira Joshi,9970342519,ira.joshi@yahoo.co.in,2026-05-05,Low Fat,NCR17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Standard Supermarket,2.45,9.8,116.2492,4.2,4,11.86,Low,Good,Non-Consumable,Wallet,Delivered,10,3,Indore
150222,Vihaan Desai,9701815891,vihaan.desai@outlook.com,2026-05-26,Regular,FDU44,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Hypermarket,5.81,13.22,162.1552,4.2,28,12.27,Medium,Good,Food,Card,Delivered,20,1,Patna
224102,Karan Verma,9368296707,karan.verma@yahoo.co.in,2026-02-06,Regular,FDJ03,Dairy,2000,OUT013,Tier 3,High,Neighborhood Supermarket,7.23,12.35,49.1692,4.2,26,3.98,Medium,Good,Food,Cash on Delivery,Returned,10,3,Patna
394024,Sai Nair,9421531936,sai.nair1@hotmail.com,2026-07-07,Regular,FDZ08,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Hypermarket,10.95,13.22,84.1592,4.2,28,6.37,Medium,Good,Food,Card,Cancelled,10,4,Indore
664237,Priya Desai,9252602216,priya.desai@hotmail.com,2026-05-05,Low Fat,NCK42,Household,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,1.31,7.48,217.6192,4.2,16,29.09,Low,Good,Non-Consumable,Card,Delivered,0,3,Bangalore
878715,Vivaan Chopra,9908875480,vivaan.chopra@outlook.com,2026-05-01,Low Fat,DRK12,Soft Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,6.93,9.5,32.89,4.2,15,3.46,Medium,Good,Drinks,UPI,Returned,0,4,Indore
507970,Aditya Kapoor,9293358384,aditya.kapoor@outlook.com,2026-03-31,Low Fat,NCR30,Household,2022,OUT018,Tier 3,Medium,Standard Supermarket,7.13,20.6,74.4696,4.2,4,3.62,Medium,Good,Non-Consumable,UPI,Cancelled,10,5,Indore
176328,Pooja Rao,9391065735,pooja.rao@hotmail.com,2026-01-30,Low Fat,NCZ41,Health and Hygiene,2000,OUT013,Tier 3,High,Neighborhood Supermarket,6.44,19.85,126.1704,4.2,26,6.36,Medium,Good,Non-Consumable,UPI,Returned,10,1,Indore
151294,Amit Rao,9174546935,amit.rao2@hotmail.com,2026-04-27,Regular,FDN52,Frozen Foods,1998,OUT027,Tier 3,Medium,Hypermarket,13.09,12.87,86.9198,4.2,28,6.75,Medium,Good,Food,Wallet,Delivered,10,1,Indore
24797,Ananya Gupta,9102140128,ananya.gupta2@hotmail.com,2026-02-12,Low Fat,FDA43,Fruits and Vegetables,2000,OUT013,Tier 3,High,Neighborhood Supermarket,6.46,10.9,196.6794,4.2,26,18.04,Medium,Good,Food,Wallet,Returned,0,1,Indore
992086,Riya Kapoor,9331955897,riya.kapoor1@hotmail.com,2026-04-24,Low Fat,NCO18,Household,2015,OUT045,Tier 2,Medium,Neighborhood Supermarket,2.47,13.15,176.8686,4.2,11,13.45,Low,Good,Non-Consumable,UPI,Delivered,5,5,Pune
850436,Aarav Joshi,9990359717,aarav.joshi1@outlook.com,2026-03-28,Low Fat,FDZ33,Snack Foods,2017,OUT035,Tier 2,Small,Neighborhood Supermarket,10.74,10.2,147.6076,4.2,9,14.47,Medium,Good,Food,Card,Delivered,20,3,Lucknow
265420,Reyansh Rao,9717030568,reyansh.rao@outlook.com,2026-07-13,Low Fat,NCY05,Health and Hygiene,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,5.5,13.5,35.2874,4.2,16,2.61,Medium,Good,Non-Consumable,Wallet,Delivered,0,2,Delhi
751838,Ira Rao,9709412460,ira.rao@gmail.com,2026-07-05,Low Fat,FDO34,Snack Foods,2011,OUT010,Tier 3,Medium,Grocery Store,5.01,17.7,165.9816,4.2,15,9.38,Medium,Good,Food,Card,Delivered,10,5,Patna
166566,Rahul Agarwal,9516483895,rahul.agarwal2@outlook.com,2026-02-21,Low Fat,FDX20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Neighborhood Supermarket,4.26,7.36,227.072,4.2,14,30.85,Low,Good,Food,Wallet,Delivered,0,2,Mumbai
482753,Ayaan Kapoor,9337684187,ayaan.kapoor2@hotmail.com,2026-06-23,Low Fat,NCD19,Household,2012,OUT049,Tier 1,Medium,Neighborhood Supermarket,6.5,8.93,53.2614,4.2,14,5.96,Medium,Good,Non-Consumable,Cash on Delivery,Delivered,0,2,Delhi
110458,Diya Menon,9677600643,diya.menon1@yahoo.co.in,2026-04-21,Low Fat,FDZ12,Baking Goods,2012,OUT049,Tier 1,Medium,Neighborhood Supermarket,10.31,9.17,141.747,4.2,14,15.46,Medium,Good,Food,Cash on Delivery,Returned,10,3,Delhi
76761,Myra Reddy,9459731730,myra.reddy@hotmail.com,2026-03-01,Low Fat,FDA23,Baking Goods,2012,OUT049,Tier 1,Medium,Neighborhood Supermarket,4.73,9.8,102.8016,4.2,14,10.49,Low,Good,Food,Wallet,Returned,10,5,Delhi
679211,Rahul Pillai,9332496757,rahul.pillai2@hotmail.com,2026-02-06,Low Fat,FDO12,Baking Goods,2012,OUT049,Tier 1,Medium,Neighborhood Supermarket,5.5,15.75,194.3452,4.2,14,12.34,Medium,Good,Food,Cash on Delivery,Cancelled,0,5,Bangalore
161720,Amit Nair,9451048480,amit.nair1@outlook.com,2026-04-26,Low Fat,FDH24,Baking Goods,2012,OUT049,Tier 1,Medium,Neighborhood Supermarket,2.15,20.7,156.6288,4.2,14,7.57,Low,Good,Food,Wallet,Delivered,10,3,Bangalore
923609,Arjun Sharma,9947318156,arjun.sharma1@gmail.com,2026-06-14,Low Fat,FDW47,Breads,2012,OUT049,Tier 1,Medium,Neighborhood Supermarket,4.64,15.0,121.5414,4.2,14,8.1,Low,Good,Food,UPI,Delivered,20,4,Delhi
707798,Divya Malhotra,9054270799,divya.malhotra1@yahoo.co.in,2026-04-22,Low Fat,FDW25,Canned,2012,OUT049,Tier 1,Medium,Neighborhood Supermarket,3.75,5.18,83.4224,4.2,14,16.1,Low,Good,Food,UPI,Cancelled,0,3,Delhi
